"INT/EXT";"CODE FOURNISSEUR";"CODE COLLECTION";"CODE COULEUR";"CATEGORIE";"DIMENSION";"COULEUR";"REF1";"REF2";"DIMENSION2";"PRIX PUBLIC TTC";"PRIX PROMO TTC";"FOURNISSEUR";"COLLECTION";"COLLISAGE";"UNITE";"FINITION"
"INT";370;"N";3;" CARRELAGE ";120120;"CENIZA";"EC";"BE";120120;" 53 € ";" 53 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";"poli"
"INT";370;"N";4;" CARRELAGE ";3060;"GRIS";"EC";"BE";3060;" 45 € ";" 30 € ";"ECOCERAMIC";"BALTIMORE";1,08;"m²";0
"INT";370;"N";4;" CARRELAGE ";3060;"GRIS";"EC";"BE";3060;" 53 € ";" 35 € ";"ECOCERAMIC";"BALTIMORE";1,08;"m²";"poli"
"INT";370;"N";4;" CARRELAGE ";6060;"GRIS";"EC";"BE";6060;" 45 € ";" 30 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";0
"INT";370;"N";4;" CARRELAGE ";6060;"GRIS";"EC";"BE";6060;" 53 € ";" 35 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";"poli"
"INT";370;"N";4;" CARRELAGE ";9090;"GRIS";"EC";"BE";9090;" 58 € ";" 38 € ";"ECOCERAMIC";"BALTIMORE";1,62;"m²";0
"INT";370;"N";4;" CARRELAGE ";9090;"GRIS";"EC";"BE";9090;" 64 € ";" 42 € ";"ECOCERAMIC";"BALTIMORE";1,62;"m²";"poli"
"INT";370;"N";4;" CARRELAGE ";60120;"GRIS";"EC";"BE";60120;" 59 € ";" 39 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";0
"INT";370;"N";4;" CARRELAGE ";60120;"GRIS";"EC";"BE";60120;" 65 € ";" 43 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";"poli"
"INT";370;"N";4;" CARRELAGE ";75150;"GRIS";"EC";"BE";75150;" 61 € ";" 40 € ";"ECOCERAMIC";"BALTIMORE";1,13;"m²";0
"INT";370;"N";4;" CARRELAGE ";75150;"GRIS";"EC";"BE";75150;" 69 € ";" 46 € ";"ECOCERAMIC";"BALTIMORE";1,13;"m²";"poli"
"INT";370;"N";4;" CARRELAGE ";120120;"GRIS";"EC";"BE";120120;" 45 € ";" 30 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";0
"INT";370;"N";4;" CARRELAGE ";120120;"GRIS";"EC";"BE";120120;" 53 € ";" 35 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";"poli"
"INT";370;"N";5;" CARRELAGE ";3060;"MARENGO";"EC";"BE";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"BALTIMORE";1,08;"m²";0
"INT";370;"N";5;" CARRELAGE ";3060;"MARENGO";"EC";"BE";3060;" 53 € ";" 53 € ";"ECOCERAMIC";"BALTIMORE";1,08;"m²";"poli"
"INT";370;"N";5;" CARRELAGE ";6060;"MARENGO";"EC";"BE";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";0
"INT";370;"N";5;" CARRELAGE ";6060;"MARENGO";"EC";"BE";6060;" 53 € ";" 53 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";"poli"
"INT";370;"N";5;" CARRELAGE ";60120;"MARENGO";"EC";"BE";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";0
"INT";370;"N";5;" CARRELAGE ";60120;"MARENGO";"EC";"BE";60120;" 65 € ";" 65 € ";"ECOCERAMIC";"BALTIMORE";1,44;"m²";"poli"
"INT";370;"N";5;" CARRELAGE ";75150;"MARENGO";"EC";"BE";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"BALTIMORE";1,13;"m²";0
"INT";370;"N";5;" CARRELAGE ";75150;"MARENGO";"EC";"BE";75150;" 69 € ";" 69 € ";"ECOCERAMIC";"BALTIMORE";1,13;"m²";"poli"
"INT";370;"P";1;" CARRELAGE ";60120;"GOLDEN";"EC";"GN";60120;" 65 € ";" 65 € ";"ECOCERAMIC";"GOLDEN";1,44;"m²";"poli"
"INT";370;"P";1;" CARRELAGE ";90180;"GOLDEN";"EC";"GN";90180;" 86 € ";" 86 € ";"ECOCERAMIC";"GOLDEN";1,62;"m²";"poli"
"INT";370;"P";1;" CARRELAGE ";120120;"GOLDEN";"EC";"GN";120120;" 82 € ";" 82 € ";"ECOCERAMIC";"GOLDEN";1,44;"m²";"poli"
"INT";370;"Q";1;" CARRELAGE ";3060;"PERLA";"EC";"UO";3060;" 42 € ";" 42 € ";"ECOCERAMIC";"UNNO";1,3;"m²";0
"INT";370;"Q";1;" CARRELAGE ";6060;"PERLA";"EC";"UO";6060;" 42 € ";" 42 € ";"ECOCERAMIC";"UNNO";1,48;"m²";0
"INT";370;"Q";2;" CARRELAGE ";3060;"CENIZA";"EC";"UO";3060;" 42 € ";" 42 € ";"ECOCERAMIC";"UNNO";1,3;"m²";0
"INT";370;"Q";2;" CARRELAGE ";6060;"CENIZA";"EC";"UO";6060;" 42 € ";" 42 € ";"ECOCERAMIC";"UNNO";1,48;"m²";0
"INT ";370;"R";1;" CARRELAGE ";6060;"ARTIKUM";"EC";"AM";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"ARTIKUM";1,44;"m²";0
"INT";370;"R";1;" CARRELAGE ";60120;"ARTIKUM";"EC";"AM";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"ARTIKUM";1,44;"m²";0
"INT";370;"R";1;" CARRELAGE ";75150;"ARTIKUM";"EC";"AM";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"ARTIKUM";1,13;"m²";0
"INT";370;"R";1;" CARRELAGE ";120120;"ARTIKUM";"EC";"AM";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"ARTIKUM";1,44;"m²";0
"INT";370;"S";1;" CARRELAGE ";60120;"WHITE";"EC";"SN";60120;" 77 € ";" 77 € ";"ECOCERAMIC";"SAIGON";1,44;"m²";"poli"
"INT";370;"S";1;" CARRELAGE ";120120;"WHITE";"EC";"SN";120120;" 92 € ";" 92 € ";"ECOCERAMIC";"SAIGON";1,44;"m²";"poli"
"INT";370;"S";2;" CARRELAGE ";60120;"BLACK";"EC";"SN";60120;" 77 € ";" 77 € ";"ECOCERAMIC";"SAIGON";1,44;"m²";"poli"
"INT";370;"S";2;" CARRELAGE ";120120;"BLACK";"EC";"SN";120120;" 92 € ";" 92 € ";"ECOCERAMIC";"SAIGON";1,44;"m²";"poli"
"INT";370;"T";1;" CARRELAGE ";3060;"BLANCO";"EC";"NH";3060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"EXT";370;"T";1;" CARRELAGE ";3060;"BLANCO";"EC";"NH";3060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"INT";370;"T";1;" CARRELAGE ";3060;"BLANCO";"EC";"NH";3060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";"poli"
"INT";370;"T";1;" CARRELAGE ";6060;"BLANCO";"EC";"NH";6060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"EXT";370;"T";1;" CARRELAGE ";6060;"BLANCO";"EC";"NH";6060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";1;" CARRELAGE ";6060;"BLANCO";"EC";"NH";6060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";1;" CARRELAGE ";7575;"BLANCO";"EC";"NH";7575;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";0
"INT";370;"T";1;" CARRELAGE ";7575;"BLANCO";"EC";"NH";7575;" 55 € ";" 36 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";"poli"
"INT";370;"T";1;" CARRELAGE ";60120;"BLANCO";"EC";"NH";60120;" 59 € ";" 39 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";1;" CARRELAGE ";60120;"BLANCO";"EC";"NH";60120;" 63 € ";" 42 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";1;" CARRELAGE ";75150;"BLANCO";"EC";"NH";75150;" 61 € ";" 40 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";0
"INT";370;"T";1;" CARRELAGE ";75150;"BLANCO";"EC";"NH";75150;" 65 € ";" 43 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";"poli"
"INT";370;"T";1;" CARRELAGE ";120120;"BLANCO";"EC";"NH";120120;" 71 € ";" 47 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";1;" CARRELAGE ";120120;"BLANCO";"EC";"NH";120120;" 79 € ";" 52 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";2;" CARRELAGE ";3060;"ARENA";"EC";"NH";3060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"EXT";370;"T";2;" CARRELAGE ";3060;"ARENA";"EC";"NH";3060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"INT";370;"T";2;" CARRELAGE ";3060;"ARENA";"EC";"NH";3060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";"poli"
"INT";370;"T";2;" CARRELAGE ";6060;"ARENA";"EC";"NH";6060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"EXT";370;"T";2;" CARRELAGE ";6060;"ARENA";"EC";"NH";6060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";2;" CARRELAGE ";6060;"ARENA";"EC";"NH";6060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";2;" CARRELAGE ";7575;"ARENA";"EC";"NH";7575;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";0
"INT";370;"T";2;" CARRELAGE ";7575;"ARENA";"EC";"NH";7575;" 55 € ";" 36 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";"poli"
"INT";370;"T";2;" CARRELAGE ";60120;"ARENA";"EC";"NH";60120;" 59 € ";" 39 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";2;" CARRELAGE ";60120;"ARENA";"EC";"NH";60120;" 63 € ";" 42 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";2;" CARRELAGE ";75150;"ARENA";"EC";"NH";75150;" 61 € ";" 40 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";0
"INT";370;"T";2;" CARRELAGE ";75150;"ARENA";"EC";"NH";75150;" 65 € ";" 43 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";"poli"
"INT";370;"T";2;" CARRELAGE ";120120;"ARENA";"EC";"NH";120120;" 71 € ";" 47 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";2;" CARRELAGE ";120120;"ARENA";"EC";"NH";120120;" 79 € ";" 52 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";3;" CARRELAGE ";3060;"NATURAL";"EC";"NH";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"EXT";370;"T";3;" CARRELAGE ";3060;"NATURAL";"EC";"NH";3060;" 46 € ";" 46 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"INT";370;"T";3;" CARRELAGE ";3060;"NATURAL";"EC";"NH";3060;" 51 € ";" 51 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";"poli"
"INT";370;"T";3;" CARRELAGE ";6060;"NATURAL";"EC";"NH";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"EXT";370;"T";3;" CARRELAGE ";6060;"NATURAL";"EC";"NH";6060;" 46 € ";" 46 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";3;" CARRELAGE ";6060;"NATURAL";"EC";"NH";6060;" 51 € ";" 51 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";3;" CARRELAGE ";7575;"NATURAL";"EC";"NH";7575;" 51 € ";" 51 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";0
"INT";370;"T";3;" CARRELAGE ";7575;"NATURAL";"EC";"NH";7575;" 55 € ";" 55 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";"poli"
"INT";370;"T";3;" CARRELAGE ";60120;"NATURAL";"EC";"NH";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";3;" CARRELAGE ";60120;"NATURAL";"EC";"NH";60120;" 63 € ";" 63 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";3;" CARRELAGE ";75150;"NATURAL";"EC";"NH";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";0
"INT";370;"T";3;" CARRELAGE ";75150;"NATURAL";"EC";"NH";75150;" 65 € ";" 65 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";"poli"
"INT";370;"T";3;" CARRELAGE ";120120;"NATURAL";"EC";"NH";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";3;" CARRELAGE ";120120;"NATURAL";"EC";"NH";120120;" 79 € ";" 79 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";4;" CARRELAGE ";3060;"TAUPE";"EC";"NH";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"EXT";370;"T";4;" CARRELAGE ";3060;"TAUPE";"EC";"NH";3060;" 46 € ";" 46 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"INT";370;"T";4;" CARRELAGE ";3060;"TAUPE";"EC";"NH";3060;" 51 € ";" 51 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";"poli"
"INT";370;"T";4;" CARRELAGE ";6060;"TAUPE";"EC";"NH";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"EXT";370;"T";4;" CARRELAGE ";6060;"TAUPE";"EC";"NH";6060;" 46 € ";" 46 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";4;" CARRELAGE ";6060;"TAUPE";"EC";"NH";6060;" 51 € ";" 51 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";4;" CARRELAGE ";7575;"TAUPE";"EC";"NH";7575;" 51 € ";" 51 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";0
"INT";370;"T";4;" CARRELAGE ";7575;"TAUPE";"EC";"NH";7575;" 55 € ";" 55 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";"poli"
"INT";370;"T";4;" CARRELAGE ";60120;"TAUPE";"EC";"NH";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";4;" CARRELAGE ";60120;"TAUPE";"EC";"NH";60120;" 63 € ";" 63 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";4;" CARRELAGE ";75150;"TAUPE";"EC";"NH";75150;" 61 € ";" 61 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";0
"INT";370;"T";4;" CARRELAGE ";75150;"TAUPE";"EC";"NH";75150;" 65 € ";" 65 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";"poli"
"INT";370;"T";4;" CARRELAGE ";120120;"TAUPE";"EC";"NH";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";4;" CARRELAGE ";120120;"TAUPE";"EC";"NH";120120;" 79 € ";" 79 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";5;" CARRELAGE ";3060;"PERLA";"EC";"NH";3060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"EXT";370;"T";5;" CARRELAGE ";3060;"PERLA";"EC";"NH";3060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"INT";370;"T";5;" CARRELAGE ";3060;"PERLA";"EC";"NH";3060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";"poli"
"INT";370;"T";5;" CARRELAGE ";6060;"PERLA";"EC";"NH";6060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"EXT";370;"T";5;" CARRELAGE ";6060;"PERLA";"EC";"NH";6060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";5;" CARRELAGE ";6060;"PERLA";"EC";"NH";6060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";5;" CARRELAGE ";7575;"PERLA";"EC";"NH";7575;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";0
"INT";370;"T";5;" CARRELAGE ";7575;"PERLA";"EC";"NH";7575;" 55 € ";" 36 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";"poli"
"INT";370;"T";5;" CARRELAGE ";60120;"PERLA";"EC";"NH";60120;" 59 € ";" 39 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";5;" CARRELAGE ";60120;"PERLA";"EC";"NH";60120;" 63 € ";" 42 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";5;" CARRELAGE ";75150;"PERLA";"EC";"NH";75150;" 61 € ";" 40 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";0
"INT";370;"T";5;" CARRELAGE ";75150;"PERLA";"EC";"NH";75150;" 65 € ";" 43 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";"poli"
"INT";370;"T";5;" CARRELAGE ";120120;"PERLA";"EC";"NH";120120;" 71 € ";" 47 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";5;" CARRELAGE ";120120;"PERLA";"EC";"NH";120120;" 79 € ";" 52 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";6;" CARRELAGE ";3060;"GRIS";"EC";"NH";3060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"EXT";370;"T";6;" CARRELAGE ";3060;"GRIS";"EC";"NH";3060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"INT";370;"T";6;" CARRELAGE ";3060;"GRIS";"EC";"NH";3060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";"poli"
"INT";370;"T";6;" CARRELAGE ";6060;"GRIS";"EC";"NH";6060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"EXT";370;"T";6;" CARRELAGE ";6060;"GRIS";"EC";"NH";6060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";6;" CARRELAGE ";6060;"GRIS";"EC";"NH";6060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";6;" CARRELAGE ";7575;"GRIS";"EC";"NH";7575;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";0
"INT";370;"T";6;" CARRELAGE ";7575;"GRIS";"EC";"NH";7575;" 55 € ";" 36 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";"poli"
"INT";370;"T";6;" CARRELAGE ";60120;"GRIS";"EC";"NH";60120;" 59 € ";" 39 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";6;" CARRELAGE ";60120;"GRIS";"EC";"NH";60120;" 63 € ";" 42 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";6;" CARRELAGE ";75150;"GRIS";"EC";"NH";75150;" 61 € ";" 40 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";0
"INT";370;"T";6;" CARRELAGE ";75150;"GRIS";"EC";"NH";75150;" 65 € ";" 43 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";"poli"
"INT";370;"T";6;" CARRELAGE ";120120;"GRIS";"EC";"NH";120120;" 71 € ";" 47 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";6;" CARRELAGE ";120120;"GRIS";"EC";"NH";120120;" 79 € ";" 52 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";7;" CARRELAGE ";3060;"MARENGO";"EC";"NH";3060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"EXT";370;"T";7;" CARRELAGE ";3060;"MARENGO";"EC";"NH";3060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";0
"INT";370;"T";7;" CARRELAGE ";3060;"MARENGO";"EC";"NH";3060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,08;"m²";"poli"
"INT";370;"T";7;" CARRELAGE ";6060;"MARENGO";"EC";"NH";6060;" 45 € ";" 30 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"EXT";370;"T";7;" CARRELAGE ";6060;"MARENGO";"EC";"NH";6060;" 46 € ";" 31 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";7;" CARRELAGE ";6060;"MARENGO";"EC";"NH";6060;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";7;" CARRELAGE ";7575;"MARENGO";"EC";"NH";7575;" 51 € ";" 34 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";0
"INT";370;"T";7;" CARRELAGE ";7575;"MARENGO";"EC";"NH";7575;" 55 € ";" 36 € ";"ECOCERAMIC";"NORWICH";1,69;"m²";"poli"
"INT";370;"T";7;" CARRELAGE ";60120;"MARENGO";"EC";"NH";60120;" 59 € ";" 39 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";7;" CARRELAGE ";60120;"MARENGO";"EC";"NH";60120;" 63 € ";" 42 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"T";7;" CARRELAGE ";75150;"MARENGO";"EC";"NH";75150;" 61 € ";" 40 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";0
"INT";370;"T";7;" CARRELAGE ";75150;"MARENGO";"EC";"NH";75150;" 65 € ";" 43 € ";"ECOCERAMIC";"NORWICH";1,13;"m²";"poli"
"INT";370;"T";7;" CARRELAGE ";120120;"MARENGO";"EC";"NH";120120;" 71 € ";" 47 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";0
"INT";370;"T";7;" CARRELAGE ";120120;"MARENGO";"EC";"NH";120120;" 79 € ";" 52 € ";"ECOCERAMIC";"NORWICH";1,44;"m²";"poli"
"INT";370;"U";1;" CARRELAGE ";6060;"WHITE";"EC";"OA";6060;" 41 € ";" 27 € ";"ECOCERAMIC";"OTTAWA";1,48;"m²";0
"INT";370;"U";1;" CARRELAGE ";60120;"WHITE";"EC";"OA";60120;" 48 € ";" 32 € ";"ECOCERAMIC";"OTTAWA";1,44;"m²";0
"INT";370;"U";2;" CARRELAGE ";6060;"IVORY";"EC";"OA";6060;" 41 € ";" 27 € ";"ECOCERAMIC";"OTTAWA";1,48;"m²";0
"INT";370;"U";2;" CARRELAGE ";60120;"IVORY";"EC";"OA";60120;" 48 € ";" 32 € ";"ECOCERAMIC";"OTTAWA";1,44;"m²";0
"INT";370;"U";3;" CARRELAGE ";6060;"GREY";"EC";"OA";6060;" 41 € ";" 27 € ";"ECOCERAMIC";"OTTAWA";1,48;"m²";0
"INT";370;"U";3;" CARRELAGE ";60120;"GREY";"EC";"OA";60120;" 48 € ";" 32 € ";"ECOCERAMIC";"OTTAWA";1,44;"m²";0
"INT";370;"U";4;" CARRELAGE ";6060;"NOCE";"EC";"OA";6060;" 41 € ";" 27 € ";"ECOCERAMIC";"OTTAWA";1,48;"m²";0
"INT";370;"U";4;" CARRELAGE ";60120;"NOCE";"EC";"OA";60120;" 48 € ";" 32 € ";"ECOCERAMIC";"OTTAWA";1,44;"m²";0
"INT";370;"V";1;" CARRELAGE ";3060;"WHITE";"EC";"EM";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,06;"m²";0
"INT";370;"V";1;" CARRELAGE ";3060;"WHITE";"EC";"EM";3060;" 53 € ";" 53 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,06;"m²";"poli"
"INT";370;"V";1;" CARRELAGE ";6060;"WHITE";"EC";"EM";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";0
"INT";370;"V";1;" CARRELAGE ";6060;"WHITE";"EC";"EM";6060;" 53 € ";" 53 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";"poli"
"INT";370;"V";1;" CARRELAGE ";9090;"WHITE";"EC";"EM";9090;" 59 € ";" 59 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,62;"m²";0
"INT";370;"V";1;" CARRELAGE ";9090;"WHITE";"EC";"EM";9090;" 64 € ";" 64 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,62;"m²";"poli"
"INT";370;"V";1;" CARRELAGE ";60120;"WHITE";"EC";"EM";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";0
"INT";370;"V";1;" CARRELAGE ";60120;"WHITE";"EC";"EM";60120;" 65 € ";" 65 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";"poli"
"INT";370;"V";1;" CARRELAGE ";120120;"WHITE";"EC";"EM";120120;" 71 € ";" 71 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";0
"INT";370;"V";1;" CARRELAGE ";120120;"WHITE";"EC";"EM";120120;" 82 € ";" 82 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";"poli"
"INT";370;"V";2;" CARRELAGE ";3060;"PEARL";"EC";"EM";3060;" 45 € ";" 45 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,08;"m²";0
"INT";370;"V";2;" CARRELAGE ";3060;"PEARL";"EC";"EM";3060;" 53 € ";" 53 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,08;"m²";"poli"
"INT";370;"V";2;" CARRELAGE ";6060;"PEARL";"EC";"EM";6060;" 45 € ";" 45 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";0
"INT";370;"V";2;" CARRELAGE ";6060;"PEARL";"EC";"EM";6060;" 53 € ";" 53 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";"poli"
"INT";370;"V";2;" CARRELAGE ";9090;"PEARL";"EC";"EM";9090;" 59 € ";" 59 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,62;"m²";0
"INT";370;"V";2;" CARRELAGE ";9090;"PEARL";"EC";"EM";9090;" 64 € ";" 64 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,62;"m²";"poli"
"INT";370;"V";2;" CARRELAGE ";60120;"PEARL";"EC";"EM";60120;" 59 € ";" 59 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";0
"INT";370;"V";2;" CARRELAGE ";60120;"PEARL";"EC";"EM";60120;" 65 € ";" 65 € ";"ECOCERAMIC";"ELEGANCE MARBLE";1,44;"m²";"poli"
